Date,USD
09.04.2014,182.04
10.04.2014,182.07
11.04.2014,182.01
12.04.2014,182.02
13.04.2014,182.02
14.04.2014,182.02
15.04.2014,182.03
16.04.2014,182.07
17.04.2014,182.03
18.04.2014,182.06
19.04.2014,182.05
20.04.2014,182.05
21.04.2014,182.05
22.04.2014,182.07
23.04.2014,182.02
24.04.2014,182.01
25.04.2014,182.01
26.04.2014,182.01
27.04.2014,182.01
28.04.2014,182.01
29.04.2014,182.02
30.04.2014,182.05
01.05.2014,182.06
02.05.2014,182.06
03.05.2014,182.06
04.05.2014,182.06
05.05.2014,182.02
06.05.2014,182.02
07.05.2014,182.01
08.05.2014,182.01
09.05.2014,182.01
10.05.2014,182.01
11.05.2014,182.01
12.05.2014,182.14
13.05.2014,182.04
14.05.2014,182.02
15.05.2014,182.05
16.05.2014,182.03
17.05.2014,182.01
18.05.2014,182.01
19.05.2014,182.01
20.05.2014,182.01
21.05.2014,182.2
22.05.2014,182.41
23.05.2014,182.42
24.05.2014,182.74
25.05.2014,182.74
26.05.2014,182.74
27.05.2014,182.92
28.05.2014,183.46
29.05.2014,183.96
30.05.2014,183.5
31.05.2014,183.5
01.06.2014,183.5
02.06.2014,183.5
03.06.2014,183.51
04.06.2014,183.49
05.06.2014,183.51
06.06.2014,183.51
07.06.2014,183.51
08.06.2014,183.51
09.06.2014,183.51
10.06.2014,183.51
11.06.2014,183.51
12.06.2014,183.51
13.06.2014,183.51
14.06.2014,183.51
15.06.2014,183.51
16.06.2014,183.51
17.06.2014,183.51
18.06.2014,183.51
19.06.2014,183.51
20.06.2014,183.51
21.06.2014,183.51
22.06.2014,183.51
23.06.2014,183.51
24.06.2014,183.5
25.06.2014,183.49
26.06.2014,183.51
27.06.2014,183.5
28.06.2014,183.51
29.06.2014,183.51
30.06.2014,183.51
01.07.2014,183.52
02.07.2014,183.52
03.07.2014,183.52
04.07.2014,183.52
05.07.2014,183.52
06.07.2014,183.52
07.07.2014,183.52
08.07.2014,183.52
09.07.2014,183.52
10.07.2014,183.52
11.07.2014,183.52
12.07.2014,183.52
13.07.2014,183.52
14.07.2014,183.52
15.07.2014,183.52
16.07.2014,183.52
17.07.2014,183.52
18.07.2014,183.52
19.07.2014,183.52
20.07.2014,183.52
21.07.2014,183.52
22.07.2014,183.53
23.07.2014,183.53
24.07.2014,183.53
25.07.2014,183.52
26.07.2014,183.52
27.07.2014,183.52
28.07.2014,183.52
29.07.2014,183.52
30.07.2014,183.53
31.07.2014,183.53
01.08.2014,183.28
02.08.2014,182.08
03.08.2014,182.08
04.08.2014,182.08
05.08.2014,182.05
06.08.2014,182.04
07.08.2014,182
08.08.2014,182
09.08.2014,182
10.08.2014,182
11.08.2014,182
12.08.2014,182
13.08.2014,182
14.08.2014,182
15.08.2014,182
16.08.2014,182
17.08.2014,182
18.08.2014,182
19.08.2014,182
20.08.2014,182
21.08.2014,182
22.08.2014,182
23.08.2014,182
24.08.2014,182
25.08.2014,182
26.08.2014,182
27.08.2014,182
28.08.2014,182
29.08.2014,182
30.08.2014,182
31.08.2014,182
01.09.2014,182
02.09.2014,182
03.09.2014,182
04.09.2014,182
05.09.2014,182
06.09.2014,182
07.09.2014,182
08.09.2014,182
09.09.2014,182
10.09.2014,182
11.09.2014,182
12.09.2014,182
13.09.2014,181.95
14.09.2014,181.95
15.09.2014,181.95
16.09.2014,181.95
17.09.2014,181.95
18.09.2014,181.95
19.09.2014,181.95
20.09.2014,181.95
21.09.2014,181.95
22.09.2014,181.95
23.09.2014,181.95
24.09.2014,181.9
25.09.2014,181.88
26.09.2014,181.88
27.09.2014,181.9
28.09.2014,181.9
29.09.2014,181.9
30.09.2014,181.9
01.10.2014,181.9
02.10.2014,181.9
03.10.2014,181.9
04.10.2014,181.9
05.10.2014,181.9
06.10.2014,181.9
07.10.2014,181.8
08.10.2014,181.8
09.10.2014,181.8
10.10.2014,181.8
11.10.2014,181.8
12.10.2014,181.8
13.10.2014,181.8
14.10.2014,181.8
15.10.2014,181.8
16.10.2014,181.52
17.10.2014,181.5
18.10.2014,181.5
19.10.2014,181.5
20.10.2014,181.5
21.10.2014,181.5
22.10.2014,181.34
23.10.2014,180.99
24.10.2014,180.87
25.10.2014,180.87
26.10.2014,180.87
27.10.2014,180.87
28.10.2014,180.87
29.10.2014,180.87
30.10.2014,180.87
31.10.2014,180.87
01.11.2014,180.87
02.11.2014,180.87
03.11.2014,180.87
04.11.2014,180.87
05.11.2014,180.87
06.11.2014,180.87
07.11.2014,180.87
08.11.2014,180.87
09.11.2014,180.87
10.11.2014,180.87
11.11.2014,180.87
12.11.2014,180.87
13.11.2014,180.87
14.11.2014,180.87
15.11.2014,180.87
16.11.2014,180.87
17.11.2014,180.87
18.11.2014,180.87
19.11.2014,180.87
20.11.2014,180.87
21.11.2014,180.87
22.11.2014,180.87
23.11.2014,180.87
24.11.2014,180.87
25.11.2014,180.87
26.11.2014,180.87
27.11.2014,180.87
28.11.2014,180.87
29.11.2014,180.87
30.11.2014,180.87
01.12.2014,180.87
02.12.2014,180.87
03.12.2014,181.09
04.12.2014,181.4
05.12.2014,181.4
06.12.2014,181.4
07.12.2014,181.4
08.12.2014,181.4
09.12.2014,181.62
10.12.2014,181.7
11.12.2014,181.7
12.12.2014,181.7
13.12.2014,181.7
14.12.2014,181.7
15.12.2014,181.7
16.12.2014,181.7
17.12.2014,181.7
18.12.2014,181.7
19.12.2014,182.05
20.12.2014,182.05
21.12.2014,182.05
22.12.2014,182.05
23.12.2014,182.05
24.12.2014,182.05
25.12.2014,182.27
26.12.2014,182.35
27.12.2014,182.35
28.12.2014,182.35
29.12.2014,182.35
30.12.2014,182.35
31.12.2014,182.35
01.01.2015,182.35
02.01.2015,182.35
03.01.2015,182.35
04.01.2015,182.35
05.01.2015,182.35
06.01.2015,182.85
07.01.2015,183.05
08.01.2015,183.05
09.01.2015,183.05
10.01.2015,183.05
11.01.2015,183.05
12.01.2015,183.05
13.01.2015,183.55
14.01.2015,183.55
15.01.2015,183.55
16.01.2015,183.8
17.01.2015,183.8
18.01.2015,183.8
19.01.2015,183.8
20.01.2015,183.81
21.01.2015,183.8
22.01.2015,184.1
23.01.2015,184.1
24.01.2015,184.1
25.01.2015,184.1
26.01.2015,184.1
27.01.2015,184.45
28.01.2015,184.45
29.01.2015,184.45
30.01.2015,184.45
31.01.2015,184.45
01.02.2015,184.45
02.02.2015,184.45
03.02.2015,184.45
04.02.2015,184.45
05.02.2015,184.75
06.02.2015,184.75
07.02.2015,184.75
08.02.2015,184.75
09.02.2015,184.75
10.02.2015,185.05
11.02.2015,185.05
12.02.2015,185.05
13.02.2015,185.05
14.02.2015,185.05
15.02.2015,185.05
16.02.2015,185.05
17.02.2015,185.05
18.02.2015,185.05
19.02.2015,185.05
20.02.2015,185.05
21.02.2015,185.05
22.02.2015,185.05
23.02.2015,185.05
24.02.2015,185.05
25.02.2015,185.05
26.02.2015,185.05
27.02.2015,185.05
28.02.2015,185.05
01.03.2015,185.05
02.03.2015,185.05
03.03.2015,185.05
04.03.2015,185.05
05.03.2015,185.05
06.03.2015,185.2
07.03.2015,185.2
08.03.2015,185.2
09.03.2015,185.2
10.03.2015,185.2
11.03.2015,185.2
12.03.2015,185.35
13.03.2015,185.35
14.03.2015,185.35
15.03.2015,185.35
16.03.2015,185.35
17.03.2015,185.35
18.03.2015,185.35
19.03.2015,185.35
20.03.2015,185.5
21.03.2015,185.5
22.03.2015,185.5
23.03.2015,185.5
24.03.2015,185.5
25.03.2015,185.5
26.03.2015,185.5
27.03.2015,185.5
28.03.2015,185.5
29.03.2015,185.5
30.03.2015,185.5
31.03.2015,185.65
01.04.2015,185.65
02.04.2015,185.65
03.04.2015,185.65
04.04.2015,185.65
05.04.2015,185.65
06.04.2015,185.65
07.04.2015,185.65
08.04.2015,185.65
09.04.2015,185.65
10.04.2015,185.65
11.04.2015,185.65
12.04.2015,185.65
13.04.2015,185.65
14.04.2015,185.65
15.04.2015,185.8
16.04.2015,185.8
17.04.2015,185.8
18.04.2015,185.8
19.04.2015,185.8
20.04.2015,185.8
21.04.2015,185.8
22.04.2015,185.8
23.04.2015,185.8
24.04.2015,185.8
25.04.2015,185.8
26.04.2015,185.8
27.04.2015,185.8
28.04.2015,185.8
29.04.2015,185.8
30.04.2015,185.8
01.05.2015,185.8
02.05.2015,185.8
03.05.2015,185.8
04.05.2015,185.8
05.05.2015,185.8
06.05.2015,185.8
07.05.2015,185.8
08.05.2015,185.8
09.05.2015,185.8
10.05.2015,185.8
11.05.2015,185.8
12.05.2015,185.8
13.05.2015,185.8
14.05.2015,185.8
15.05.2015,185.8
16.05.2015,185.8
17.05.2015,185.8
18.05.2015,185.8
19.05.2015,185.8
20.05.2015,185.8
21.05.2015,185.8
22.05.2015,185.8
23.05.2015,185.8
24.05.2015,185.8
25.05.2015,185.8
26.05.2015,185.8
27.05.2015,185.8
28.05.2015,185.8
29.05.2015,185.8
30.05.2015,185.95
31.05.2015,185.95
01.06.2015,185.95
02.06.2015,185.95
03.06.2015,185.95
04.06.2015,185.95
05.06.2015,185.95
06.06.2015,185.95
07.06.2015,185.95
08.06.2015,185.95
09.06.2015,185.95
10.06.2015,185.95
11.06.2015,186.05
12.06.2015,186.05
13.06.2015,186.05
14.06.2015,186.05
15.06.2015,186.05
16.06.2015,186.05
17.06.2015,186.05
18.06.2015,186.05
19.06.2015,186.05
20.06.2015,186.05
21.06.2015,186.05
22.06.2015,186.05
23.06.2015,186.05
24.06.2015,186.05
25.06.2015,186.2
26.06.2015,186.2
27.06.2015,186.2
28.06.2015,186.2
29.06.2015,186.2
30.06.2015,186.2
01.07.2015,186.2
02.07.2015,186.2
03.07.2015,186.2
04.07.2015,186.2
05.07.2015,186.2
06.07.2015,186.2
07.07.2015,186.2
08.07.2015,186.2
09.07.2015,186.35
10.07.2015,186.35
11.07.2015,186.55
12.07.2015,186.55
13.07.2015,186.55
14.07.2015,186.8
15.07.2015,186.8
16.07.2015,187.05
17.07.2015,187.05
18.07.2015,187.05
19.07.2015,187.05
20.07.2015,187.05
21.07.2015,187.05
22.07.2015,187.05
23.07.2015,187.05
24.07.2015,187.05
25.07.2015,187.05
26.07.2015,187.05
27.07.2015,187.05
28.07.2015,187.25
29.07.2015,187.25
30.07.2015,187.45
31.07.2015,187.45
01.08.2015,187.45
02.08.2015,187.45
03.08.2015,187.45
04.08.2015,187.45
05.08.2015,187.65
06.08.2015,187.65
07.08.2015,187.65
08.08.2015,187.65
09.08.2015,187.65
10.08.2015,187.65
11.08.2015,187.85
12.08.2015,187.85
13.08.2015,187.85
14.08.2015,188.05
15.08.2015,188.05
16.08.2015,188.05
17.08.2015,188.05
18.08.2015,188.35
19.08.2015,188.35
20.08.2015,188.38
21.08.2015,255.26
22.08.2015,252.47
23.08.2015,252.47
24.08.2015,252.47
25.08.2015,218.61
26.08.2015,230.11
27.08.2015,243.99
28.08.2015,241.76
29.08.2015,237.66
30.08.2015,237.66
31.08.2015,237.66
01.09.2015,237.66
02.09.2015,234.94
03.09.2015,241.15
04.09.2015,239.76
05.09.2015,239.6
06.09.2015,239.6
07.09.2015,239.6
08.09.2015,243.1
09.09.2015,245.02
10.09.2015,245.23
11.09.2015,253
12.09.2015,252.14
13.09.2015,252.14
14.09.2015,252.14
15.09.2015,273.55
16.09.2015,276.83
17.09.2015,283.98
18.09.2015,270.11
19.09.2015,270.69
20.09.2015,270.69
21.09.2015,270.69
22.09.2015,270.46
23.09.2015,269.96
24.09.2015,264.12
25.09.2015,264.12
26.09.2015,269.81
27.09.2015,269.81
28.09.2015,269.81
29.09.2015,269.99
30.09.2015,270.4
01.10.2015,270.89
02.10.2015,270.9
03.10.2015,271.05
04.10.2015,271.05
05.10.2015,271.05
06.10.2015,271.5
07.10.2015,272.95
08.10.2015,273.53
09.10.2015,274
10.10.2015,274.41
11.10.2015,274.41
12.10.2015,274.41
13.10.2015,274.95
14.10.2015,275.47
15.10.2015,275.99
16.10.2015,277.05
17.10.2015,276.1
18.10.2015,276.1
19.10.2015,276.1
20.10.2015,276.88
21.10.2015,277.1
22.10.2015,277.51
23.10.2015,278.21
24.10.2015,277.51
25.10.2015,277.51
26.10.2015,277.51
27.10.2015,278.55
28.10.2015,278.92
29.10.2015,279.21
30.10.2015,279.21
31.10.2015,279.18
01.11.2015,279.18
02.11.2015,279.18
03.11.2015,280.37
04.11.2015,282.7
05.11.2015,284.28
06.11.2015,298.92
07.11.2015,307.53
08.11.2015,307.53
09.11.2015,307.53
10.11.2015,312.65
11.11.2015,306.74
12.11.2015,306.85
13.11.2015,306.57
14.11.2015,307.73
15.11.2015,307.73
16.11.2015,307.73
17.11.2015,308.36
18.11.2015,307.62
19.11.2015,307.68
20.11.2015,307.4
21.11.2015,307.32
22.11.2015,307.32
23.11.2015,307.32
24.11.2015,307.21
25.11.2015,307.13
26.11.2015,307.08
27.11.2015,307.21
28.11.2015,307.2
29.11.2015,307.2
30.11.2015,307.2
01.12.2015,307.4
02.12.2015,307.4
03.12.2015,307.76
04.12.2015,307.93
05.12.2015,307.08
06.12.2015,307.08
07.12.2015,307.08
08.12.2015,307.04
09.12.2015,307.87
10.12.2015,309.12
11.12.2015,310.37
12.12.2015,311.92
13.12.2015,311.92
14.12.2015,311.92
15.12.2015,322.47
16.12.2015,337.8
17.12.2015,337.8
18.12.2015,337.8
19.12.2015,341.94
20.12.2015,341.94
21.12.2015,341.94
22.12.2015,349.12
23.12.2015,336.66
24.12.2015,331.59
25.12.2015,325.8
26.12.2015,326.38
27.12.2015,326.38
28.12.2015,326.38
29.12.2015,331.38
30.12.2015,337.66
31.12.2015,339.47
01.01.2016,340.01
02.01.2016,340.01
03.01.2016,340.01
04.01.2016,340.01
05.01.2016,340.01
06.01.2016,343.11
07.01.2016,344.68
08.01.2016,344.68
09.01.2016,351.85
10.01.2016,351.85
11.01.2016,351.85
12.01.2016,355.52
13.01.2016,362.62
14.01.2016,366.54
15.01.2016,366.16
16.01.2016,362.67
17.01.2016,362.67
18.01.2016,362.67
19.01.2016,372.58
20.01.2016,379.5
21.01.2016,372.03
22.01.2016,383.23
23.01.2016,379.86
24.01.2016,379.86
25.01.2016,379.86
26.01.2016,372.8
27.01.2016,379.81
28.01.2016,375.49
29.01.2016,371.55
30.01.2016,365.23
31.01.2016,365.23
01.02.2016,365.23
02.02.2016,360.45
03.02.2016,369.15
04.02.2016,375.25
05.02.2016,363.34
06.02.2016,363.72
07.02.2016,363.72
08.02.2016,363.72
09.02.2016,359.89
10.02.2016,360.37
11.02.2016,362.23
12.02.2016,360.31
13.02.2016,368.17
14.02.2016,368.17
15.02.2016,368.17
16.02.2016,362.1
17.02.2016,357.71
18.02.2016,359.23
19.02.2016,350.58
20.02.2016,355.45
21.02.2016,355.45
22.02.2016,355.45
23.02.2016,351.77
24.02.2016,348.69
25.02.2016,348.96
26.02.2016,350.25
27.02.2016,349.82
28.02.2016,349.82
29.02.2016,349.82
01.03.2016,348.78
02.03.2016,347.96
03.03.2016,346.56
04.03.2016,345.65
05.03.2016,345.22
06.03.2016,345.02
07.03.2016,345.02
08.03.2016,345.02
09.03.2016,345.02
10.03.2016,344.8
11.03.2016,344.19
12.03.2016,343.92
13.03.2016,343.92
14.03.2016,343.92
15.03.2016,343.32
16.03.2016,343.23
17.03.2016,346.61
18.03.2016,346.05
19.03.2016,345.73
20.03.2016,345.73
21.03.2016,345.73
22.03.2016,345.73
23.03.2016,345.73
24.03.2016,345.73
25.03.2016,346.97
26.03.2016,343.83
27.03.2016,343.83
28.03.2016,343.83
29.03.2016,340.15
30.03.2016,341.51
31.03.2016,343.06
01.04.2016,343.62
02.04.2016,342.49
03.04.2016,342.49
04.04.2016,342.49
05.04.2016,344
06.04.2016,345.52
07.04.2016,344.54
08.04.2016,341.19
09.04.2016,340.31
10.04.2016,340.31
11.04.2016,340.31
12.04.2016,336.87
13.04.2016,335.64
14.04.2016,333.76
15.04.2016,334.7
16.04.2016,334.41
17.04.2016,334.41
18.04.2016,334.41
19.04.2016,340.23
20.04.2016,337.99
21.04.2016,337.14
22.04.2016,332.51
23.04.2016,334.59
24.04.2016,334.59
25.04.2016,334.59
26.04.2016,333.81
27.04.2016,333.26
28.04.2016,331.08
29.04.2016,330.41
30.04.2016,327.66
01.05.2016,327.66
02.05.2016,327.66
03.05.2016,327.66
04.05.2016,329.21
05.05.2016,332.51
06.05.2016,335.71
07.05.2016,334.6
08.05.2016,334.6
09.05.2016,334.6
10.05.2016,334.6
11.05.2016,334.6
12.05.2016,333.23
13.05.2016,329.79
14.05.2016,329.11
15.05.2016,329.11
16.05.2016,329.11
17.05.2016,327.88
18.05.2016,328.07
19.05.2016,329.89
20.05.2016,334.89
21.05.2016,335.01
22.05.2016,335.01
23.05.2016,335.01
24.05.2016,336.37
25.05.2016,336.48
26.05.2016,336.24
27.05.2016,333.09
28.05.2016,335.48
29.05.2016,335.48
30.05.2016,335.48
31.05.2016,336.73
01.06.2016,335.84
02.06.2016,336.86
03.06.2016,337.71
04.06.2016,337.77
05.06.2016,337.77
06.06.2016,337.77
07.06.2016,335.1
08.06.2016,333.88
09.06.2016,331.59
10.06.2016,330.16
11.06.2016,333.97
12.06.2016,333.97
13.06.2016,333.97
14.06.2016,335.81
15.06.2016,337.65
16.06.2016,338.75
17.06.2016,337.96
18.06.2016,338.59
19.06.2016,338.59
20.06.2016,338.59
21.06.2016,335.89
22.06.2016,335.87
23.06.2016,336.73
24.06.2016,336.63
25.06.2016,339.69
26.06.2016,339.69
27.06.2016,339.69
28.06.2016,339.1
29.06.2016,339.12
30.06.2016,338.87
01.07.2016,338.66
02.07.2016,338.04
03.07.2016,338.04
04.07.2016,338.04
05.07.2016,337.39
06.07.2016,337.07
07.07.2016,337.07
08.07.2016,337.26
09.07.2016,338.46
10.07.2016,338.46
11.07.2016,338.46
12.07.2016,337.71
13.07.2016,338.51
14.07.2016,338.35
15.07.2016,338.95
16.07.2016,338.52
17.07.2016,338.52
18.07.2016,338.52
19.07.2016,338.88
20.07.2016,338.72
21.07.2016,339.9
22.07.2016,342.23
23.07.2016,341.51
24.07.2016,341.51
25.07.2016,341.51
26.07.2016,343.88
27.07.2016,350.2
28.07.2016,352.13
29.07.2016,352.75
30.07.2016,352.25
31.07.2016,352.25
01.08.2016,352.25
02.08.2016,352.1
03.08.2016,353.7
04.08.2016,354.01
05.08.2016,352.06
06.08.2016,348.97
07.08.2016,348.97
08.08.2016,348.97
09.08.2016,348.35
10.08.2016,345.89
11.08.2016,346.42
12.08.2016,347.18
13.08.2016,344.46
14.08.2016,344.46
15.08.2016,344.46
16.08.2016,343.39
17.08.2016,343.73
18.08.2016,341.2
19.08.2016,340.09
20.08.2016,338.51
21.08.2016,338.51
22.08.2016,338.51
23.08.2016,338.82
24.08.2016,341
25.08.2016,338.83
26.08.2016,339.5
27.08.2016,338.73
28.08.2016,338.73
29.08.2016,338.73
30.08.2016,338.98
31.08.2016,338.98
01.09.2016,340.1
02.09.2016,341.06
03.09.2016,341.97
04.09.2016,341.97
05.09.2016,341.97
06.09.2016,340.9
07.09.2016,339.8
08.09.2016,337.57
09.09.2016,337.16
10.09.2016,337.41
11.09.2016,337.41
12.09.2016,337.41
13.09.2016,337.41
14.09.2016,337.64
15.09.2016,338.86
16.09.2016,339.5
17.09.2016,339.5
18.09.2016,339.5
19.09.2016,339.5
20.09.2016,339.35
21.09.2016,339.4
22.09.2016,338.96
23.09.2016,337.78
24.09.2016,337.37
25.09.2016,337.37
26.09.2016,337.37
27.09.2016,337.56
28.09.2016,337.16
29.09.2016,336.99
30.09.2016,334.93
01.10.2016,335.46
02.10.2016,335.46
03.10.2016,335.46
04.10.2016,335.09
05.10.2016,333.59
06.10.2016,332.75
07.10.2016,332.69
08.10.2016,331.41
09.10.2016,331.41
10.10.2016,331.41
11.10.2016,332.14
12.10.2016,330.37
13.10.2016,330.71
14.10.2016,331.36
15.10.2016,331.01
16.10.2016,331.01
17.10.2016,331.01
18.10.2016,331.74
19.10.2016,332.12
20.10.2016,332.18
21.10.2016,330.56
22.10.2016,331.4
23.10.2016,331.4
24.10.2016,331.4
25.10.2016,330.24
26.10.2016,330.12
27.10.2016,331.18
28.10.2016,332.6
29.10.2016,333.5
30.10.2016,333.5
31.10.2016,333.5
01.11.2016,335.12
02.11.2016,336
03.11.2016,337.66
04.11.2016,338.35
05.11.2016,338.84
06.11.2016,338.84
07.11.2016,338.84
08.11.2016,339.99
09.11.2016,339.75
10.11.2016,341.18
11.11.2016,338.33
12.11.2016,340.63
13.11.2016,340.63
14.11.2016,340.63
15.11.2016,343.23
16.11.2016,344.56
17.11.2016,340.05
18.11.2016,341.22
19.11.2016,341.07
20.11.2016,341.07
21.11.2016,341.07
22.11.2016,338.99
23.11.2016,335.48
24.11.2016,334.5
25.11.2016,335.69
26.11.2016,337.86
27.11.2016,337.86
28.11.2016,337.86
29.11.2016,340.24
30.11.2016,340.3
01.12.2016,341.44
02.12.2016,341.44
03.12.2016,335.71
04.12.2016,335.71
05.12.2016,335.71
06.12.2016,334.48
07.12.2016,335.61
08.12.2016,336.23
09.12.2016,334.89
10.12.2016,334.31
11.12.2016,334.31
12.12.2016,334.31
13.12.2016,331.12
14.12.2016,330.24
15.12.2016,331.25
16.12.2016,334.88
17.12.2016,334.88
18.12.2016,334.88
19.12.2016,334.88
20.12.2016,334.88
21.12.2016,334.79
22.12.2016,332.9
23.12.2016,332.09
24.12.2016,328.91
25.12.2016,328.91
26.12.2016,328.91
27.12.2016,332.88
28.12.2016,333.34
29.12.2016,332.61
30.12.2016,333.28
31.12.2016,333.29
01.01.2017,333.29
02.01.2017,333.29
03.01.2017,333.29
04.01.2017,333.29
05.01.2017,334.51
06.01.2017,332.56
07.01.2017,330.67
08.01.2017,330.67
09.01.2017,330.67
10.01.2017,330.54
11.01.2017,332.85
12.01.2017,333.96
13.01.2017,331.85
14.01.2017,332.06
15.01.2017,332.06
16.01.2017,332.06
17.01.2017,333.25
18.01.2017,332.68
19.01.2017,330.55
20.01.2017,331.08
21.01.2017,331.87
22.01.2017,331.87
23.01.2017,331.87
24.01.2017,331.42
25.01.2017,328.49
26.01.2017,327.86
27.01.2017,328.28
28.01.2017,328.73
29.01.2017,328.73
30.01.2017,328.73
31.01.2017,326.25
01.02.2017,324.24
02.02.2017,324.36
03.02.2017,325
04.02.2017,322.92
05.02.2017,322.92
06.02.2017,322.92
07.02.2017,321.8
08.02.2017,323.05
09.02.2017,324.62
10.02.2017,323.96
11.02.2017,323.3
12.02.2017,323.3
13.02.2017,323.3
14.02.2017,321.95
15.02.2017,322.49
16.02.2017,320.7
17.02.2017,319.42
18.02.2017,318.61
19.02.2017,318.61
20.02.2017,318.61
21.02.2017,319.19
22.02.2017,317.26
23.02.2017,314.09
24.02.2017,312.65
25.02.2017,311.49
26.02.2017,311.49
27.02.2017,311.49
28.02.2017,312.47
01.03.2017,312.76
02.03.2017,313.79
03.03.2017,315
04.03.2017,317.46
05.03.2017,317.46
06.03.2017,317.46
07.03.2017,316.26
08.03.2017,315.16
09.03.2017,315.16
10.03.2017,316.81
11.03.2017,317.97
12.03.2017,317.97
13.03.2017,317.97
14.03.2017,318.07
15.03.2017,317.96
16.03.2017,319.02
17.03.2017,317.63
18.03.2017,315.05
19.03.2017,315.55
20.03.2017,315.55
21.03.2017,315.55
22.03.2017,315.55
23.03.2017,315.55
24.03.2017,315.55
25.03.2017,316.56
26.03.2017,316.56
27.03.2017,316.56
28.03.2017,315.43
29.03.2017,314.83
30.03.2017,315.15
31.03.2017,314.79
01.04.2017,313.73
02.04.2017,313.73
03.04.2017,313.73
04.04.2017,313.49
05.04.2017,312.69
06.04.2017,312.08
07.04.2017,312.94
08.04.2017,313.02
09.04.2017,313.02
10.04.2017,313.02
11.04.2017,313.21
12.04.2017,311.37
13.04.2017,311.76
14.04.2017,311.71
15.04.2017,310.87
16.04.2017,310.87
17.04.2017,310.87
18.04.2017,310.81
19.04.2017,310.66
20.04.2017,311.46
21.04.2017,312.38
22.04.2017,312.74
23.04.2017,312.74
24.04.2017,312.74
25.04.2017,311.89
26.04.2017,311.58
27.04.2017,312.44
28.04.2017,313.9
29.04.2017,314.4
30.04.2017,314.4
01.05.2017,314.4
02.05.2017,314.4
03.05.2017,315.22
04.05.2017,315.35
05.05.2017,315.68
06.05.2017,318.09
07.05.2017,318.09
08.05.2017,318.09
09.05.2017,318.09
10.05.2017,318.09
11.05.2017,318.43
12.05.2017,316.25
13.05.2017,315.5
14.05.2017,315.5
15.05.2017,315.5
16.05.2017,313.52
17.05.2017,312.04
18.05.2017,313.18
19.05.2017,313.54
20.05.2017,312.55
21.05.2017,312.55
22.05.2017,312.55
23.05.2017,310.7
24.05.2017,310.83
25.05.2017,311.2
26.05.2017,310.57
27.05.2017,311.59
28.05.2017,311.59
29.05.2017,311.59
30.05.2017,310.4
31.05.2017,311.23
01.06.2017,312.26
02.06.2017,312.35
03.06.2017,313.17
04.06.2017,313.17
05.06.2017,313.17
06.06.2017,312.84
07.06.2017,312.99
08.06.2017,312.65
09.06.2017,314.11
10.06.2017,315.18
11.06.2017,315.18
12.06.2017,315.18
13.06.2017,316.39
14.06.2017,315.96
15.06.2017,316.27
16.06.2017,317.65
17.06.2017,319.7
18.06.2017,319.7
19.06.2017,319.7
20.06.2017,319.56
21.06.2017,321.72
22.06.2017,326.28
23.06.2017,327.63
24.06.2017,326.88
25.06.2017,326.88
26.06.2017,326.88
27.06.2017,325
28.06.2017,322.01
29.06.2017,323.13
30.06.2017,321.46
01.07.2017,322.27
02.07.2017,320
03.07.2017,320
04.07.2017,320.44
05.07.2017,322.37
06.07.2017,323.94
07.07.2017,323.94
08.07.2017,323.94
09.07.2017,323.94
10.07.2017,323.94
11.07.2017,326.44
12.07.2017,327.2
13.07.2017,328.52
14.07.2017,327.56
15.07.2017,326.72
16.07.2017,326.72
17.07.2017,326.72
18.07.2017,325.62
19.07.2017,325.91
20.07.2017,326.02
21.07.2017,325.56
22.07.2017,324.98
23.07.2017,324.98
24.07.2017,324.98
25.07.2017,326.7
26.07.2017,326.97
27.07.2017,326.66
28.07.2017,325.58
29.07.2017,326.74
30.07.2017,326.74
31.07.2017,326.74
01.08.2017,328.07
02.08.2017,330.07
03.08.2017,335.21
04.08.2017,335.71
05.08.2017,333.36
06.08.2017,333.36
07.08.2017,333.36
08.08.2017,331.67
09.08.2017,332.19
10.08.2017,332.39
11.08.2017,332.69
12.08.2017,333.17
13.08.2017,333.17
14.08.2017,333.17
15.08.2017,332.42
16.08.2017,332.91
17.08.2017,332.7
18.08.2017,332.68
19.08.2017,332.8
20.08.2017,332.8
21.08.2017,332.8
22.08.2017,332.58
23.08.2017,333.08
24.08.2017,333.32
25.08.2017,331.22
26.08.2017,332.85
27.08.2017,332.85
28.08.2017,332.85
29.08.2017,333.44
30.08.2017,334.7
31.08.2017,334.7
01.09.2017,337.04
02.09.2017,337.04
03.09.2017,337.04
04.09.2017,337.04
05.09.2017,338.22
06.09.2017,340.58
07.09.2017,341.22
08.09.2017,336.66
09.09.2017,334.29
10.09.2017,334.29
11.09.2017,334.29
12.09.2017,336.49
13.09.2017,338.67
14.09.2017,340
15.09.2017,338.08
16.09.2017,338.9
17.09.2017,338.9
18.09.2017,338.9
19.09.2017,340.02
20.09.2017,340.95
21.09.2017,341.61
22.09.2017,340.35
23.09.2017,340.11
24.09.2017,340.11
25.09.2017,340.11
26.09.2017,341.27
27.09.2017,339.68
28.09.2017,339.91
29.09.2017,340.43
30.09.2017,341.19
01.10.2017,341.19
02.10.2017,341.19
03.10.2017,341.24
04.10.2017,342.36
05.10.2017,343.61
06.10.2017,345
07.10.2017,343.66
08.10.2017,343.66
09.10.2017,343.66
10.10.2017,341.97
